"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"PROTOHEME"	"CHEBI:50385"	"hemin"	"heme$hemin$ferroprotoporphyrin$protoheme$heme b$hematin$haemin"	"Cc7(c(c8(n6([Fe]24(N1(C(C(=C(C=1C=c3(n2c(c(c3C)C=C)=CC5(=N4C(C(=C5C)C=C)=Cc67)))C)CCC(=O)O)=C8)))))CCC(=O)O)"	"protoheme IX$heme$hemin$ferroprotoporphyrin$protoheme$heme b$hematin$haemin"	"(LIGAND-CPD ""C00032"" NIL |kr| 3346617699 NIL NIL)$(CAS ""14875-96-8"")"
"MG-PROTOPORPHYRIN"	"CHEBI:15431"	"magnesium protoporphyrin"	"Mg-protoporphyrin IX$Mg-protoporphyrin$magnesium protoporphyrin$MgP"	"Cc1(c6(n8(c(c1CCC(O)=O)=CC2(C(=C(C7(N=2[Mg]5(n3(c(c(c(c3C=C4(C(=C(C(=N45)C=6)C=C)C))C=C)C)C=7))8))C)CCC(=O)O))))"	"Mg-protoporphyrin$Mg-protoporphyrin IX$Mg-protoporphyrin$magnesium protoporphyrin$MgP"	""
"CHLOROPHYLL-A"	"CHEBI:18230"	"chlorophyll a"	"chlorophyll a"	"CC(=CCOC(CCC9(C5(=N3(C(=Cc8(n2(c(C=C1(C(=C(C4(=N1[Mg]23n6(c(=C4)c(c7(C(C(C5=c67)C(OC)=O)=O))C)))CC)C))c(c8C)C=C)))C9C))))=O)CCCC(CCCC(CCCC(C)C)C)C"	"chlorophyll a$chlorophyll a"	""
"COA-GROUP"	"CHEBI:15346"	"coenzyme A"	"CoA"	"CC(C(O)C(=O)NCCC(=O)NCCS)(COP(=O)(OP(=O)(OCC1(C(OP(O)(=O)O)C(O)C(O1)n3(c2(c(c(N)ncn2)nc3))))O)O)C"	"coenzyme-A-group$CoA"	""
"PHOSPHOPANTOTHEINE-GROUP"	"CHEBI:47942"	"pantetheine 4'-phosphate(2-)"	"phosphopantotheine$pantotheine-4'-phosphate$pantetheine 4'-phosphate"	"CC(C(O)C(=O)NCCC(NCCS)=O)(C)COP([O-])(=O)[O-]"	"4'-phosphopantetheine group$phosphopantotheine$pantotheine-4'-phosphate$pantetheine 4'-phosphate"	"(CHEBI ""47942"" NIL |taltman| 3466399499 NIL NIL)$(PUBCHEM ""23657845"" NIL |taltman| 3466375284 NIL NIL)"
"DOLICHOL-GROUP"	"CHEBI:16091"	"dolichol"	"Dolichol"	"CCC(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C"	"dolichol-group$Dolichol"	""
"PTERIDINE-RING"	"CHEBI:27601"	"pteridine"	""	"c1(cnc2(cncnc(n1)2))"	"pteridine-ring"	""
"PURINE-RING"	"CHEBI:17258"	"7H-purine"	""	"c1(ncc2([nH]cnc(n1)2))"	"purine-ring"	""
"PHENANTHRENE-RING"	"CHEBI:28851"	"phenanthrene"	""	"c1(cc2(ccc3(c(c(cc1)2)cccc3)))"	"phenanthrene-ring"	""
"PYRIDINE-RING"	"CHEBI:16227"	"pyridine"	""	"c1(ncccc1)"	"pyridine-ring"	""
"ADENINE-RING"	"CHEBI:16708"	"adenine"	""	"c2(nc1(ncnc1c(n2)N))"	"adenine-ring"	""
"PYRIMIDINE-RING"	"CHEBI:16898"	"pyrimidine"	""	"c1(ccncn1)"	"pyrimidine-ring"	""
"METHYL-GROUP"	"CHEBI:29438"	"methanide"	"methyl group$CH3"	"[CH3-]"	"methyl-group$methyl group$CH3"	""
"PYROPHOSPHATE-GROUP"	"CHEBI:33017"	"diphosphate(1-)"	""	"OP(OP(=O)(O)[O-])(=O)O"	"pyrophosphate-group"	""
"X-PYROPHOSPHATE-GROUP"	"CHEBI:29262"	"diphosphonate(2-)"	""	"[O-]P(OP([O-])=O)=O"	"x-pyrophosphate-group"	""
"X-PHOSPHATE-GROUP"	"CHEBI:33462"	"phosphonate(1-)"	""	"P(=O)([O-])O"	"x-phosphate-group"	""
"PHOSPHATE-GROUP"	"CHEBI:29137"	"dihydrogenphosphate"	""	"P(O)(O)(=O)[O-]"	"phosphate-group"	""
"CPD-330"	"CHEBI:17464"	"L-galactono-1,4-lactone"	"L-galactono-gamma-lactone"	"C1(C(C(C(O1)C(CO)O)O)O)=O"	"L-galactono-1,4-lactone$L-galactono-gamma-lactone"	"(CAS ""1668-08-2"")"
"GLC-D-LACTONE"	"CHEBI:16217"	"D-glucono-1,5-lactone"	"gluconolactone$glucono-1,5-lactone$1,5-gluconolactone$D-gluconolactone$D-glucono-1,5-lactone$delta-gluconolactone$D-glucono-delta-lactone$gluconic lactone$gluconic acid lactone"	"C1(C(C(C(C(O1)CO)O)O)O)=O"	"glucono-delta-lactone$gluconolactone$glucono-1,5-lactone$1,5-gluconolactone$D-gluconolactone$D-glucono-1,5-lactone$delta-gluconolactone$D-glucono-delta-lactone$gluconic lactone$gluconic acid lactone"	"(CAS ""90-80-2"")"
"O-SUCCINYLBENZOYL-COA"	"CHEBI:15509"	"2-succinylbenzoyl-CoA"	"2-Succinylbenzoyl-CoA$Succinylbenzoyl-CoA$2-(3'-carboxypropionyl)benzoyl-CoA"	"c1(nc(c2(c(n1)n(cn2)C3(OC(C(C3O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(=O)c4(ccccc4C(=O)CCC(O)=O))=O)O)(C)C)(=O)O)))N)"	"O-succinylbenzoyl-CoA$2-Succinylbenzoyl-CoA$Succinylbenzoyl-CoA$2-(3'-carboxypropionyl)benzoyl-CoA"	"(LIGAND-CPD ""C03160"" NIL |kr| 3346617699 NIL NIL)"
"DEPHOSPHO-COA"	"CHEBI:15468"	"3'-dephospho-CoA"	"3-dephospho-CoA$dephosphocoenzyme A"	"CC(C)(COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n3(cnc2(c(N)ncnc23))))C(O)C(=O)NCCC(=O)NCCS"	"dephospho-CoA$3-dephospho-CoA$dephosphocoenzyme A"	"(LIGAND-CPD ""C00882"" NIL |kr| 3346617698 NIL NIL)$(CAS ""3633-59-8"")"
"FERULOYL-COA"	"CHEBI:14261"	"feruloyl-CoA"	""	"C(NC(=O)CCNC(=O)C(C(COP(O)(=O)OP(OC[CH]3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](OP(O)(=O)O)3))(=O)O)(C)C)O)CSC(C=Cc4(cc(OC)c(O)cc4))=O"	"feruloyl-CoA"	""
"METHACRYLYL-COA"	"CHEBI:27754"	"methacrylyl-CoA"	"methacrylyl-CoA$2-methylprop-2-enoyl-CoA$methacrylyl-coenzyme A"	"C(NC(CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(N)ncnc12)))O3)O)OP(=O)(O)O))=O)CSC(=O)C(=C)C"	"methylacrylyl-CoA$methacrylyl-CoA$2-methylprop-2-enoyl-CoA$methacrylyl-coenzyme A"	"(CAS ""6008-91-9"")"
"GLUTACONYL-COA"	"CHEBI:24311"	"glutaconyl-1-CoA"	"glutaconyl-coenzyme A$pent-2-enoyl-CoA$glutaconyl-1-CoA$4-carboxybut-2-enoyl-CoA"	"CC(COP(O)(=O)OP(OC[CH]1([CH]([CH](O)[CH](O1)n3(c2(c(c(N)ncn2)nc3)))OP(=O)(O)O))(=O)O)(C)C(C(NCCC(=O)NCCSC(=O)C=CCC(O)=O)=O)O"	"glutaconyl-CoA$glutaconyl-coenzyme A$pent-2-enoyl-CoA$glutaconyl-1-CoA$4-carboxybut-2-enoyl-CoA"	"(CAS ""6712-05-6"")"
"TRANS-3-METHYL-GLUTACONYL-COA"	"CHEBI:15488"	"trans-3-methylglutaconyl-CoA"	"trans-3-methylglutaconyl-CoA"	"CC(COP(O)(=O)OP(=O)(O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(N)ncnc12)))O3)O)OP(O)(O)=O))(C)C(C(=O)NCCC(=O)NCCSC(=O)C=C(CC(=O)O)C)O"	"3-methylglutaconyl-CoA$trans-3-methylglutaconyl-CoA"	""
"OLEOYL-COA"	"CHEBI:15534"	"oleoyl-CoA"	""	"CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(OP(=O)(O)O)1)n3(cnc2(c(N)ncnc23)))"	"oleoyl-CoA"	""
"3-HYDROXY-3-METHYL-GLUTARYL-COA"	"CHEBI:15467"	"(3S)-3-hydroxy-3-methylglutaryl-CoA"	"(S)-3-hydroxy-3-methylglutaryl-CoA$HMG-CoA$hydroxymethylglutaryl-CoA$3-hydroxy-3-methylglutaryl-coenzyme A$3-Hydroxy-3-methylglutaryl-CoA"	"c3(n([CH]1([CH](O)[CH]([CH](COP(=O)(OP(O)(OCC(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(=O)O)(C)C)=O)O)O1)OP(O)(=O)O))c2(ncnc(N)c2n3))"	"3-hydroxy-3-methyl-glutaryl-CoA$Coenzyme A, S-(hydrogen 3-hydroxy-3-methylpentanedioate)$(S)-3-hydroxy-3-methylglutaryl-CoA$HMG-CoA$hydroxymethylglutaryl-CoA$3-hydroxy-3-methylglutaryl-coenzyme A$3-Hydroxy-3-methylglutaryl-CoA"	"(CAS ""1553-55-5"")"
"3-HYDROXY-PROPIONYL-COA"	"CHEBI:27762"	"3-hydroxypropanoyl-CoA"	"3-hydroxypropionyl-coenzyme A$3-Hydroxypropanoyl-CoA$3-Hydroxypropanoyl coenzymeA"	"c3(nc(c1(c(n(cn1)C2(OC(C(C2O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CCO)=O)=O)O)(C)C)(=O)O))n3))N)"	"3-hydroxypropionyl-CoA$3-hydroxypropionyl-coenzyme A$3-Hydroxypropanoyl-CoA$3-Hydroxypropanoyl coenzymeA"	""
"2-METHYL-3-HYDROXY-BUTYRYL-COA"	"CHEBI:15449"	"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA"	"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA$(2S,3S)-3-hydroxy-2-methylbutyryl-CoA$(S)-3-hydroxy-2-methylbutyryl-CoA$3-hydroxy-2-methylbutyryl-CoA"	"c3(n([CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(=O)(OCC(C)(C)C(O)C(NCCC(NCCSC(=O)C(C(C)O)C)=O)=O)O)O1)OP(O)(O)=O))c2(ncnc(N)c2n3))"	"2-methyl-3-hydroxybutyryl-CoA$(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA$(2S,3S)-3-hydroxy-2-methylbutyryl-CoA$(S)-3-hydroxy-2-methylbutyryl-CoA$3-hydroxy-2-methylbutyryl-CoA"	""
"3-METHYL-CROTONYL-COA"	"CHEBI:15486"	"3-methylbut-2-enoyl-CoA"	"beta-methylcrotonoyl-CoA$3-methylbut-2-enoyl-CoA"	"C(NC(CCNC(=O)C(O)C(COP(=O)(O)OP(=O)(O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(O)(=O)O))(C)C)=O)CSC(C=C(C)C)=O"	"3-methylcrotonyl-CoA$beta-methylcrotonoyl-CoA$3-methylbut-2-enoyl-CoA"	""
"ACRYLYL-COA"	"CHEBI:15513"	"acryloyl-CoA"	"acryloyl-CoA$acryloyl-coenzyme A$acrylyl-CoA"	"c2(n([CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(OCC(C)(C)C(C(=O)NCCC(=O)NCCSC(=O)C=C)O)(=O)O)O1)OP(O)(=O)O))c3(ncnc(c(n2)3)N))"	"acrylyl-CoA$acryloyl-CoA$acryloyl-coenzyme A$acrylyl-CoA"	"(CAS ""5776-58-9"")"
"ICOSANOYL-COA"	"CHEBI:15527"	"icosanoyl-CoA"	"eicosanoyl-CoA$[5-[(6-amino-9H-purin-9-yl)]-4-hydroxy-2-[[hydroxy-[hydroxy-[3- hydroxy-3-[2-(2-icosanoylsulfanylethylcarbamoyl)ethylcarbamoyl]- 2,2-dimethyl-propoxy]-phosphinoyl]oxy-phosphinoyl]oxymethyl] tetrahydrofuran-3-yl]oxyphosphonic acid"	"CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(OP(=O)(O)O)1)n3(cnc2(c(N)ncnc23)))"	"icosanoyl-CoA$eicosanoyl-CoA$[5-[(6-amino-9H-purin-9-yl)]-4-hydroxy-2-[[hydroxy-[hydroxy-[3- hydroxy-3-[2-(2-icosanoylsulfanylethylcarbamoyl)ethylcarbamoyl]- 2,2-dimethyl-propoxy]-phosphinoyl]oxy-phosphinoyl]oxymethyl] tetrahydrofuran-3-yl]oxyphosphonic acid"	"(PUBCHEM ""439636"" NIL |hopkinso| 3318868405 NIL NIL)"
"MALONYL-COA"	"CHEBI:15531"	"malonyl-CoA"	"malonylCoenzyme A"	"C(NC(=O)CCNC(C(O)C(COP(=O)(OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(N)ncnc12)))O3)O)OP(O)(=O)O))O)(C)C)=O)CSC(=O)CC(=O)O"	"malonyl-CoA$malonylCoenzyme A"	"(LIGAND-CPD ""C00083"" NIL |kr| 3346617699 NIL NIL)$(CAS ""524-14-1"")"
"COUMARYL-COA"	"CHEBI:15499"	"4-coumaroyl-CoA"	"p-coumaryl-CoA$4-coumaroyl-CoA"	"CC(C)(COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3))C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4(ccc(O)cc4)"	"coumaroyl-CoA$p-coumaryl-CoA$4-coumaroyl-CoA"	""
"ISOVALERYL-COA"	"CHEBI:15487"	"isovaleryl-CoA"	"3-methylbutyryl-CoA$3-methylbutanoyl-CoA$isovaleryl-coenzyme A$iso-valeryl-CoA"	"CC(CC(=O)SCCNC(=O)CCNC(C(O)C(COP(O)(=O)OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(O)(=O)O))(C)C)=O)C"	"isovaleryl-CoA$S-(3-methylbutanoate) coenzyme A$3-methylbutyryl-CoA$3-methylbutanoyl-CoA$isovaleryl-coenzyme A$iso-valeryl-CoA"	"(CAS ""6244-91-3"")"
"2-METHYL-ACETO-ACETYL-COA"	"CHEBI:15476"	"2-methylacetoacetyl-CoA"	"2-methyl-3-acetoacetyl-CoA$2-methylacetoacetyl coenzyme A"	"CC(=O)C(C(SCCNC(CCNC(=O)C(C(C)(C)COP(=O)(OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(O)(O)=O))O)O)=O)=O)C"	"2-methylacetoacetyl-CoA$Coenzyme A, S-(2-methyl-3-oxobutanoate)$2-methyl-3-acetoacetyl-CoA$2-methylacetoacetyl coenzyme A"	"(CAS ""6712-01-2"")"
"GLUTARYL-COA"	"CHEBI:15524"	"glutaryl-CoA"	"glutaryl-coenzyme A"	"c3(n([CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(=O)(OCC(C)(C)C(C(NCCC(=O)NCCSC(CCCC(=O)O)=O)=O)O)O)O1)OP(=O)(O)O))c2(ncnc(c2n3)N))"	"glutaryl-CoA$glutaryl-coenzyme A"	""
"BENZOYLCOA"	"CHEBI:15515"	"benzoyl-CoA"	""	"C(NCCC(=O)NCCSC(c1(ccccc1))=O)(=O)C(O)C(COP(OP(OCC4(C(OP(O)(=O)O)C(C(n2(cnc3(c2ncnc(N)3)))O4)O))(=O)O)(O)=O)(C)C"	"benzoyl-CoA"	"(CAS ""102185-37-5"")"
"CPD-208"	"CHEBI:15454"	"(3S)-3-carboxy-3-hydroxypropanoyl-CoA"	"(3S)-3-Carboxy-3-hydroxypropionyl-CoA$(3S)-3-Carboxy-3-hydroxypropanoyl-CoA"	"c1(nc(c2(c(n1)n(cn2)C3(OC(C(C3O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CC(C(O)=O)O)=O)=O)O)(C)C)(=O)O)))N)"	"malyl-CoA$(3S)-3-Carboxy-3-hydroxypropionyl-CoA$(3S)-3-Carboxy-3-hydroxypropanoyl-CoA"	""
"TIGLYL-COA"	"CHEBI:15478"	"2-methylcrotonoyl-CoA"	"2-methylbut-2-enoyl-CoA$trans-2-methylbut-2-enoyl-CoA$tigloyl-CoA$tiglyl-CoA$methylcrotonyl-CoA"	"c3(n([CH]1([CH](O)[CH]([CH](COP(=O)(O)OP(=O)(OCC(C)(C(C(NCCC(NCCSC(=O)C(=CC)C)=O)=O)O)C)O)O1)OP(O)(=O)O))c2(ncnc(N)c2n3))"	"tiglyl-CoA$Coenzyme A, S-(2-methyl-2-butenoate), (E)-$2-methylbut-2-enoyl-CoA$trans-2-methylbut-2-enoyl-CoA$tigloyl-CoA$tiglyl-CoA$methylcrotonyl-CoA"	"(CAS ""6247-62-7"")"
"ACETYL-COA"	"CHEBI:15351"	"acetyl-CoA"	"acetyl coenzyme-A$ac-CoA$acetylcoenzyme-A$acetyl-S-CoA$ac-S-CoA"	"c3(n([CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(O)(OCC(C)(C)C(C(NCCC(=O)NCCSC(=O)C)=O)O)=O)O1)OP(O)(=O)O))c2(ncnc(c2n3)N))"	"acetyl-CoA$acetyl coenzyme-A$ac-CoA$acetylcoenzyme-A$acetyl-S-CoA$ac-S-CoA"	"(CAS ""72-89-9"")$(UM-BBD-CPD ""c0031"" NIL |kawakami| 3278884159 NIL NIL)$(LIGAND-CPD ""C00024"" NIL |kawakami| 3276028395 NIL NIL)"
"ISOBUTYRYL-COA"	"CHEBI:15479"	"isobutyryl-CoA"	"2-methylpropanoyl-CoA$isobutyryl-coenzyme A$2-methylpropionyl-CoA$S-(2-methylpropanoyl)-CoA"	"c1(nc(c2(c(n1)n(cn2)C3(OC(C(C3O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(C(C)C)=O)=O)O)(C)C)(=O)O)))N)"	"isobutyryl-CoA$2-methylpropanoyl-CoA$isobutyryl-coenzyme A$2-methylpropionyl-CoA$S-(2-methylpropanoyl)-CoA"	"(CAS ""15621-60-0"")"
"CAFFEOYL-COA"	"CHEBI:15518"	"caffeoyl-CoA"	""	"C(NC(=O)C(O)C(C)(COP(OP(=O)(OC[CH]3([CH]([CH]([CH](n2(c1(c(c(N)ncn1)nc2)))O3)O)OP(O)(=O)O))O)(=O)O)C)CC(NCCSC(=O)C=Cc4(ccc(O)c(c4)O))=O"	"caffeoyl-CoA"	""
"2-METHYL-BUTYRYL-COA"	"CHEBI:15477"	"2-methylbutanoyl-CoA"	"2-methylbutyryl-CoA$alpha-methylbutyryl-CoA$alpha-methylbutanoyl-CoA$2-methylbutanoyl-CoA"	"CC(C(=O)SCCNC(=O)CCNC(C(O)C(COP(O)(=O)OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(O)(=O)O))(C)C)=O)CC"	"S-2-methyl-butyryl-CoA$2-methylbutyryl-CoA$alpha-methylbutyryl-CoA$alpha-methylbutanoyl-CoA$2-methylbutanoyl-CoA"	""
"SUC-COA"	"CHEBI:15380"	"succinyl-CoA"	"suc-coa$succ-coenzyme-A$succ-S-coenzyme-A$succinyl-S-coenzyme-A$succ-S-CoA$succinylcoenzyme-A$succ-CoA$suc-co-A$succinyl-S-CoA"	"CC(COP(=O)(O)OP(=O)(O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(O)(O)=O))(C)C(C(NCCC(=O)NCCSC(CCC(=O)O)=O)=O)O"	"succinyl-CoA$Coenzyme A, S-(hydrogen butanedioate)$suc-coa$succ-coenzyme-A$succ-S-coenzyme-A$succinyl-S-coenzyme-A$succ-S-CoA$succinylcoenzyme-A$succ-CoA$suc-co-A$succinyl-S-CoA"	"(LIGAND-CPD ""C00091"" NIL |kr| 3346617700 NIL NIL)$(CAS ""604-98-8"")"
"D-METHYL-MALONYL-COA"	"CHEBI:15466"	"(S)-methylmalonyl-CoA"	"D-methylmalonyl-CoA$methyl-malonyl-coenzyme A$CH3-malonyl-CoA$(2S)-methyl-malonyl-CoA"	"CC(C(O)C(=O)NCCC(=O)NCCSC(=O)C(C(=O)[O-])C)(C)COP(=O)(OP([O-])(=O)OCC3(C(C(C(N2(C=NC1(C(N)=NC=NC=12)))O3)O)OP([O-])([O-])=O))[O-]"	"(S)-methylmalonyl-CoA$D-methylmalonyl-CoA$methyl-malonyl-coenzyme A$CH3-malonyl-CoA$(2S)-methyl-malonyl-CoA"	"(CHEBI ""15466"" NIL |kothari| 3454864717 NIL NIL)$(LIGAND-CPD ""C00683"" NIL |kr| 3346617701 NIL NIL)$(CAS ""104809-02-1"")"
"ACETOACETYL-COA"	"CHEBI:15345"	"acetoacetyl-CoA"	"acetoacetyl-S-CoA"	"CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3)"	"acetoacetyl-CoA$acetoacetyl-S-CoA"	"(LIGAND-CPD ""C00332"" NIL |kawakami| 3276027507 NIL NIL)$(CAS ""1420-36-6"")"
"S-3-HYDROXYBUTANOYL-COA"	"CHEBI:15453"	"(S)-3-hydroxybutanoyl-CoA"	""	"CC(CC(SCCNC(CCNC(C(C(COP(OP(OC[CH]3([CH]([CH]([CH](n2(c1(c(c(ncn1)N)nc2)))O3)O)OP(O)(O)=O))(O)=O)(O)=O)(C)C)O)=O)=O)=O)O"	"(S)-3-hydroxybutanoyl-CoA"	"(LIGAND-CPD ""C01144"" NIL |kr| 3346617699 NIL NIL)"
"CPD-650"	"CHEBI:15452"	"(R)-3-hydroxybutanoyl-CoA"	"3-OH-butyryl-CoA$OH-butyryl-CoA$beta-hydroxybutyryl-S-CoA$D-3-hydroxybutyryl-CoA$hydroxy-butyryl-CoA$beta-hydroxybutyryl-CoA$(R)-3-Hydroxybutanoyl-CoA$(3R)-3-Hydroxybutanoyl-CoA$3-hydroxybutanoyl-CoA"	"C(C1(OC(C(C1OP(O)(O)=O)O)n3(cnc2(c(ncnc23)N))))OP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CC(C)O)=O)=O)O)(C)C)(=O)O"	"3-hydroxybutyryl-CoA$3-OH-butyryl-CoA$OH-butyryl-CoA$beta-hydroxybutyryl-S-CoA$D-3-hydroxybutyryl-CoA$hydroxy-butyryl-CoA$beta-hydroxybutyryl-CoA$(R)-3-Hydroxybutanoyl-CoA$(3R)-3-Hydroxybutanoyl-CoA$3-hydroxybutanoyl-CoA"	"(UM-BBD-CPD ""c0030"" NIL |kawakami| 3278884321 NIL NIL)"
"PALMITYL-COA"	"CHEBI:15525"	"palmitoyl-CoA"	"Palmitoyl-CoA (n-C16:0CoA)$hexadecanoyl CoA$palmityl-CoA$palmitoyl coenzyme A$palmitoyl-CoA"	"c1(nc(c2(c(n1)n(cn2)C3(OC(C(C3O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CCCCCCCCCCCCCCC)=O)=O)O)(C)C)(=O)O)))N)"	"palmitoyl CoA$Palmitoyl-CoA (n-C16:0CoA)$hexadecanoyl CoA$palmityl-CoA$palmitoyl coenzyme A$palmitoyl-CoA"	"(LIGAND-CPD ""C00154"" NIL |kr| 3346617701 NIL NIL)$(CAS ""1763-10-6"")"
"STEAROYL-COA"	"CHEBI:15541"	"stearoyl-CoA"	"Stearoyl-CoA (n-C18:0CoA)$stearyl-CoA$stearyl coenzyme A"	"CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(OP(=O)(O)O)1)n3(cnc2(c(N)ncnc23)))"	"stearoyl-CoA$Stearoyl-CoA (n-C18:0CoA)$stearyl-CoA$stearyl coenzyme A"	"(LIGAND-CPD ""C00412"" NIL |sreddy| 3295277879 NIL NIL)$(CAS ""362-66-3"")"
"TETRADECANOYL-COA"	"CHEBI:44227"	"TETRADECANOYL-COA"	"Tetradecanoyl-CoA (n-C14:0CoA)$tetradecanoyl-CoA"	"CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(OP(=O)(O)O)1)n3(cnc2(c(N)ncnc23)))"	"myristoyl-CoA$Tetradecanoyl-CoA (n-C14:0CoA)$tetradecanoyl-CoA"	"(LIGAND-CPD ""C02593"" NIL |keseler| 3341780968 NIL NIL)"
"BUTYRYL-COA"	"CHEBI:15517"	"butyryl-CoA"	"butanoyl-CoA$butyryl-coenzyme A"	"CCCC(=O)SCCNC(=O)CCNC(C(O)C(C)(COP(O)(=O)OP(O)(=O)OC[CH]3([CH]([CH]([CH](n2(cnc1(c(ncnc12)N)))O3)O)OP(=O)(O)O))C)=O"	"butyryl-CoA$Coenzyme A, S-butanoate$butanoyl-CoA$butyryl-coenzyme A"	"(LIGAND-CPD ""C00136"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""c00136"" NIL |kawakami| 3278884915 NIL NIL)$(UM-BBD-CPD ""c0023"" NIL |kawakami| 3278884489 NIL NIL)$(CAS ""2140-48-9"")"
"PROPIONYL-COA"	"CHEBI:15539"	"propionyl-CoA"	"propanoyl-CoA$propionyl-coenzyme A"	"c2(n([CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(O)(=O)OCC(C)(C)C(C(NCCC(=O)NCCSC(=O)CC)=O)O)O1)OP(O)(=O)O))c3(ncnc(c(n2)3)N))"	"propionyl-CoA$propanoyl-CoA$propionyl-coenzyme A"	"(LIGAND-CPD ""C00100"" NIL |kr| 3346617701 NIL NIL)$(CAS ""317-66-8"")"
"CROTONYL-COA"	"CHEBI:15473"	"crotonoyl-CoA"	"crotonyl-S-CoA$crotonyl-coenzyme A$crotonoyl-CoA$2-butenoyl-CoA$trans-but-2-enoyl-CoA$but-2-enoyl-CoA$trans-butyr-2-enoyl-CoA"	"C(C1(OC(C(C1OP(O)(O)=O)O)n3(cnc2(c(ncnc23)N))))OP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(C=CC)=O)=O)O)(C)C)(=O)O"	"crotonyl-CoA$crotonyl-S-CoA$crotonyl-coenzyme A$crotonoyl-CoA$2-butenoyl-CoA$trans-but-2-enoyl-CoA$but-2-enoyl-CoA$trans-butyr-2-enoyl-CoA"	"(LIGAND-CPD ""C00877"" NIL |kr| 3346617699 NIL NIL)$(UM-BBD-CPD ""c0032"" NIL |kawakami| 3278884417 NIL NIL)$(CAS ""102680-35-3"")"
"BENZYL-ALCOHOL"	"CHEBI:17987"	"benzyl alcohol"	"alpha-hydroxytoluene$benzenemethanol$phenylmethanol$phenylcarbinol$hydroxymethylbenzene"	"C(c1(ccccc1))O"	"benzyl alcohol$alpha-hydroxytoluene$benzenemethanol$phenylmethanol$phenylcarbinol$hydroxymethylbenzene"	"(CAS ""100-51-6"")"
